index,id,Answer,explaination
571.0,Set_22: q1,B. Ependymoma,"There are four subtypes of ependymomas according to World Health Organization (WHO): Tumor classification Tumor grade Subependymoma I Myxopapillary ependymoma I Classic ependymoma II Anaplastic ependymoma III Intracranial ependymomas present as periventricular tumors. The most common location is posterior fossa (often in contact with fourth ventricle). Histologically, ependymoma consists of the tumor cells which are arranged in a perivascular pseudorosettes and true epen - dymal rosette.22 Central Nervous System 179 Ependymal rosette 2. : C. Meningioma Meningiomas are relatively common neoplasms derived from meningothelial cells of the arachnoid. The World Health organization (WHO) classified meningio - mas in three groups: Meningioma subtypes WHO grade Meningiomas with low risk of recurrence or aggressive growth: I Meningiomas with greater likelihood of recurrence and/or aggressive behavior Atypical, clear cell, and chordoid meningiomas. II Anaplastic, papillary, and rhabdoid meningiomas (malignant) III(Fibrous, transitional, psammomatous, angiomatous, microcystic, secretory, lymphoplasmacytic-rich, metaplastic)  Histologically, tumors is composed of spindle cells arranged in a concentric whorled pattern. There are also laminated calcifications called psammoma bodies."
,Set_22: q2,C. Meningioma,Meningiomas are relatively common neoplasms derived from meningothelial cells of the arachnoid. The World Health organization (WHO) classified meningiomas in three groups
572.0,Set_22: q2,C. Medulloblastoma,"Medulloblastoma is the most common malignant tumor of childhood. This tumor is found exclusively in the cerebellum. Patients present with headache, nausea, and vomiting. Papilledema is a common symptom due to increased intracranial pressure. Gait disturbances, nys - tagmus, dysmetria are usually a reflection of cerebellar dysfunction. Histologically, medulloblastoma is highly cellular tumor. Tumor cells show abundant dark staining with round or oval nuclei and little cytoplasm. Platelet- derived growth factor receptor alpha (PDGFR-a) has been found to be upregulated and overexpressed in the metastatic tumors."
573.0,Set_22: q3,B. Encysted taenia solium larva,"The most common form of cysticercosis is intrapa - renchymal neurocysticercosis caused by tapeworm (tae - nia solium). Common symptoms are headache, seizures. Less common manifestations are altered vision, focal neurologic signs, and meningitis. Many cases are identi - fied incidentally via imaging studies. Eating under - cooked pork infected with taenia solium may lead to neurocysticercosis."
574.0,Set_22: q4,E. Deletions on chromosome 22,Chromosome 22 deletions can be seen in meningio - mas. Although some meningiomas express estrogen receptors. They do no show mutations in ER genes.
575.0,Set_22: q5,A. Rabies virus,"Rabies is contracted from the bite of an infected ani - mal. Virus replicates locally in skeletal muscle spindles and ascends to CNS via peripheral nerves. Symptom free interval may last from weeks to months. Presence of intracytoplasmic eosinophilic negri bodies are charac - teristic findings, seen in large neurons (Purkinje cells)."
576.0,Set_22: q6,B. 28 Weeks gestation,"In premature babies, hemorrhage within the germinal matrix is a common complication. Peak incidence of germinal matrix hemorrhage is between 23 and 28 weeks. Germinal matrix hemorrhage commonly occurs in the subependymal germinal matrix with or without rupture into the lateral ventricle."
577.0,Set_22: q7,C. Atrophy of caudate and putamen,"Huntington disease has an autosomal dominant inheritance. It is a progressive neurodegenerative dis - ease. Clinically, HD is characterized by neurological, psychiatric, and cognitive symptoms. Neurological symptoms include chorea, dystonia, slowing of the eye movement, and gait abnormality. Psychiatric symptoms are apathy, irritability, depression, delu - sions, and paranoia. Cognitive symptoms are poor judgment, inflexibility of thought, decreased concen - tration, memory loss, and subcortical dementia. There is an increased number of CAG repeats in the Huntington (HTT) gene. There is decrease in GABA and acetylcholine in caudate nuclei. Neuroimaging studies show atrophy of the corpus striatum involving the caudate and putamen."
578.0,Set_22: q8,D. Microglial nodules and neuronophagia,"The microscopic findings in viral encephalitis are microglial nodules, neuronophagia, and chronic inflam - mation around blood vessels. Neuronophagia is clusters of microglial cells encircling degenerating neurons. Activated microglial cells also form clusters around small foci of necrotic brain tissue called microglial nodules."
579.0,Set_22: q9,D. Tuberous sclerosis,Subependymal giant cell astrocytomas (SEGA) are low astrocytic brain tumor (astrocytoma). It commonly arises within the ventricles of the brain. Subependymal giant cell astrocytoma is pathognomonic for tuberous sclerosis. The tumor suppressor genes TBC1 on the 22 Central Nervous System 181 9q34 chromosome and TSC2 on the 16p13 chromosome encode tuberin and hamartin in the SEGA associated with tuberous sclerosis.
580.0,Set_22: q10,E. Cerebral amyloid angiopathy (CAA),"Presence of amyloid plaque is a pathological find - ing which is most consistent with cerebral amyloid angiopathy (CAA) in conjunction with Alzheimer’s disease. Congo red is the stain for amyloid. Under polarized light, it gives apple green birefringence. CAA is associated with a greatly increased risk of brain hemorrhage."
581.0,Set_22: q11,D. Osmotic demyelination syndrome,"Osmotic demyelination syndrome (central pontine myelinolysis) is demyelination of neurons due to overly rapid correction of chronic (more than 2 days) hypona - tremia. During prolonged hyponatremia, neurons com - pensate by reducing intracellular osmolytes to present cellular swelling. Upon rapid correction, the neurons are hypotonic relative to the suddenly normal serum osmo - lality. Fluid moves out of neurons into the extracellular compartment, leading to demyelination. The uncon - trolled cell shrinkage leads to the degeneration of astro - cytes and oligodendrocytes. Demyelination commonly affects the pons. Symptoms of osmotic demyelination syndrome, manifest 2–6 days. Patients usually present with spastic quadriplegia, pseudobulbar palsy. There may also present with dysphagia, dysarthria, tongue paresis. Osmotic demyelination syndrome usually occurs in patients with the sodium concentration is less than 105 mEq/L."
582.0,Set_22: q12,D. Glioblastoma,"Glioblastoma (previously called glioblastoma multi - forme) is the highest grade and most aggressive form of astrocytoma. The tumor is composed of densely-packed pleomorphic astrocytes, with areas of necrosis and vas - cular proliferation. Necrosis is usually present in a ser - pentine pattern. Tumor cells collect at the edges of the areas of necrosis in a pseudopalisading pattern."
583.0,Set_22: q13,A. Acanthamoeba encephalitis,"Immunocompromised patients are prone to develop acanthamoeba encephalitis. Histologically, brain paren - chyma is infiltrated by scattered neutrophils and lym - phocytes. There is also a population of abnormal cells that look like somewhat lake macrophages. These cells have a prominent centrally located nucleus. These are acanthamoeba trophozoites, which cause opportunistic encephalitis in immunocompromised patients."
584.0,Set_22: q14,B.  Progressive multifocal,"leukoencephalopathy Progressive multifocal leukoencephalopathy is an opportunistic infection caused by a papovavirus called JC virus. This virus is a nonenveloped double stranded DNA polyomavirus. Patients present with speech disturbance (aphasia), cortical blindness, conjugate gaze abnormali - ties, and weakness (hemiparesis). Histologically, there are abnormal cells that can be identified as both oligodendro - cytes and astrocytes. There are large atypical astrocytes. There are also oligodendroglial cells with enlarged, glassy nuclei. These two findings lead to the diagnosis of pro - gressive multifocal leukoencephalopathy (PML). JC virus multiplies in oligodendrocytes of immunodeficient patients such as AIDS. Confirmation of infection with the JC virus is done with immunohistochemistry, in situ hybridization for the JC virus and imaging studies (MRI)."
585.0,Set_22: q15,D. Both lateral and third ventricles,The cerebral aqueduct of Sylvius is a canal that passes through the midbrain and connects the third with the fourth ventricle. It allows cerebrospinal fluid to pass between them. Tumors such as pinealoma in the mid - brain may occlude the aqueduct. The result is blockage of CSF flow resulting in enlargement of the ventricles sometimes called triventricular hydrocephalus.
586.0,Set_22: q16,B. Paraganglioma,Spinal paragangliomas are almost always found in the cauda equina/filum terminale region of the spinal cord. It arises most frequently in adults between fourth and sixth decade of life. Histologically the paragangli - oma includes nested zellballen pattern of polygonal cells. Polygonal cells have round nuclei with fine chro - matin and granular eosinophilic cytoplasm.
587.0,Set_22: q17,A. Alzheimer disease,"Alzheimer disease is a disorder of older age. It accounts for about two-thirds of cases of adult dementia. The early memory loss in Alzheimer disease is antero - grade long-term episodic amnesia. Other early clinical findings are disorientation, dysgraphia, and language impairment. Late clinical features include impairment of vocabulary and concepts (semantic memory). Alzheimer disease is characterized by significant decreased acetyl - choline concentrations in hippocampus and neocortex triggered by the degeneration of cholinergic neurons. For learning and memory, acetylcholine is essential. Histologically, the common findings found in the brain are neurofibrillary tangles and senile plaques. In MRI, brain atrophy is best seen in temporoparietal lobes and hippocampus."
