id,Question,A,B,C,D,E,F
Set_22: q8,"A middle-aged woman presents with involuntary, jerky movements of the face, and extremities. Her husband also complains that the patient is also having behavioral abnormalities including aggressiveness and depression. There is also history of dementia. Which of the following neuroimaging findings is most likely to be seen in this patient?",A. Atrophy of caudate nucleus,B. Atrophy of putamen,C. Atrophy of caudate and putamen,D. Neurofibrillary tangles,E. Atrophy of cingulate gyrus,
Set_22: q9,"A patient develops flu-like signs and symptoms, fever, and headache and he is diagnosed as viral encephalitis. What are the histological features characteristics of viral encephalitis?",A. Intranuclear and cytoplasmic inclusions,B. Inflammation of brains by neutrophils,C. Lymphocytes and macrophages around blood vessels,D. Microglial nodules and neuronophagia,"E. Myelin loss, gliosis and neutrophilic inflammation",
Set_22: q10, Subependymal giant cell astrocytomas (SEGA) are associated with which of the following underlying conditions?,A. West syndrome,B. Neurofibromatosis 1 (NF1),C. V on Hippel–Lindau disease,D. Tuberous sclerosis,E. Lennox–Gastaut syndrome,
Set_22: q11," A 62-year-old woman presents with sudden onset of headache, cognitive symptoms, dementia, and problems with the vision. Computed tomography (CT) is done and a biopsy is also performed. Biopsy of brain shows eosin - ophilic structure. What is the diagnosis?",A. Frontal lobe syndromes,B. Frontal and temporal lobe dementia,C. Intracranial hemorrhage,D. Multiple cavernoma syndrome,E. Cerebral amyloid angiopathy (CAA),
Set_22: q12, Rapid correction of chronic hyponatremia may lead to which of the following conditions?,A. Neuromyelitis optica spectrum disorder,B. Multiple sclerosis,C. Transverse myelitis,D. Osmotic demyelination syndrome,E. Metabolic disorder,
Set_22: q13," A 59-year-old man has experienced headaches for the first time in his life for the last 1 month. He has noticed speech difficulties, weakness on the left side. MRI of the brain shows a 5 cm irregular mass in the cerebral hemisphere. Stereotactic biopsies of the masses is done. Microscopically biopsy shows pleomorphic cells positive for glial fibril - lary acidic protein (GFAP). What is the diagnosis?",A. Medulloblastoma,B. Ependymoma,C. Schwannoma,D. Glioblastoma,E. Meningioma,
Set_22: q14," A 49-year-old male with acute myeloid leukemia (AML) presents with fever, headache, fatigue, weakness, and nausea. What is the diagnosis?",A. Acanthamoeba encephalitis,B. Aspergillosis,C. Histoplasmosis,D. Nocardiosis,E. Toxoplasmosis,
Set_22: q15, Inclusions in oligodendrocytes are a feature of:,A. Herpes simplex virus,B. Progressive multifocal leukoencephalopathy,C. Creutzfeldt–Jakob disease,D. Chronic inflammatory demyelinating polyneuropa - thy (CIDP),E. Pick disease,
Set_22: q16, Obstruction to the flow of CSF at the aqueduct of sylvius will lead to enlargement of:,A. All of the ventricles,B. Only lateral ventricle,C. Only fourth ventricle,D. Both lateral and third ventricles,E. Only third ventricle,
Set_22: q17, A 54-year-old man has an intradural cauda equina tumor. What is the most likely diagnosis?,A. Ependymoma,B. Paraganglioma,C. Glioblastoma,D. Astrocytoma,E. Oligodendroglioma,
Set_22: q18," A 71-year-old female presents with increased memory loss and confusion. There is also difficulty with lan - guage, problems with reading, writing, and working with numbers according to her daughter. Microscopic picture of this disease shows neurofibrillary tangles and sensile plaques. What is the diagnosis?",A. Alzheimer disease,B. Vascular dementia,C. Lewy body dementia,D. Frontotemporal dementia,E. Mixed dementia22 Central Nervous System 177,
Set_22: q19," Mononeuropathy, especially affecting the oculomotor nerve (cranial nerve III) occurs in which of the following medical conditions?",A. Hypertension,B. Diabetes mellitus,C. Cancer,D. Coronary heart disease,E. Metastatic tumor,
Set_22: q20, A 69-year-old male smoker with a prosthetic mitral valve undergoes a tooth extraction. Patient later devel - ops a low-grade fever (39 °C) and neurologic deficits. He subsequently dies. Microscopic picture shows necro - sis and abscess of the brain. What is the diagnosis?,A. Acute meningitis,B. Multiple brain abscesses,C. Meningoencephalitis,D. Metastatic lung cancer,E. Pale infarct,
Set_22: q21," A 42-year-old male presents with headache, seizure. Imaging studies show a mass in the frontal lobe. Histologically, the gray matter is being infiltrated by tumor cells. Tumor cells with vesicular nuclei and peri - nuclear halos. What is the diagnosis?",A. Classic oligodendroglioma,B. Medulloblastoma,C. Glioblastoma,D. Astrocytoma,E. Ependymoma,
Set_22: q22, Which of the following tumor arises from Rathke’s pouch?,A. Oligodendroglioma,B. Craniopharyngioma,C. Meningioma,D. Schwannoma,E. Medulloblastoma,
Set_22: q23, A 40-year old man presents with symptoms of tinnitus and hearing loss. CT scan shows a mass at the cerebel - lopontine angle. What is the appropriate diagnosis?,A. Morton neuroma,B. Mucosal neuromatosis,C. Palisaded encapsulated neuroma,D. Neurofibroma,E. Schwannoma,
Set_22: q24," A 45-year-old female presents with slurred speech, fatigue, dizziness, tingling or pain in parts of the body. Physical examination shows intention tremors and nys - tagmus. These symptoms are relapsing-remitting for the last 1 year. What is the diagnosis?",A. Sarcoidosis,B. Transverse myelitis,C. Vasculitis,D. Multiple sclerosis,E. Progressive multifocal leukoencephalitis,
Set_22: q25, Hyperacusis (increased sensitivity to sound) is an indica - tion of damage to which of the following cranial nerve?,A. Facial nerve (CN VII),B. Oculomotor nerve (CN III),C. Vagus nerve (CN X),D. Vestibulocochlear nerve (CN VIII),E. Glossopharyngeal nerve (CN IX),
Set_22: q26," A 45-year-old HIV positive patient presents with head - ache, fever, muscle aches, and pains. MRI shows a ring- enhancing lesion. What is the diagnosis?",A. Toxoplasmosis,B. Brain abscess,C. Histoplasmosis,D. Lymphoma,E. Gliomas,
Set_22: q27, Photograph of an infant who died soon after birth is shown below. What is the diagnosis?,A. Anencephaly,B. Down syndrome,C. Fetal alcohol syndrome,D. Pediatric craniosynostosis,E. Rett syndrome,
Set_22: q28, A 55-year-old male patient with a history of chronic medical condition is brought to the emergency depart -Multiple Choice Questions 178 ment by his wife. CT scan of the head shows hemor - rhages in the basal ganglia. What is the diagnosis?,A. Pheochromocytoma,B. Systemic hypertension,C. Acute vasculitis,D. Myocardial Infarction,E. Multiple sclerosis,
Set_22: q29," A 32-year-old male patient presents with visual impair - ment, diplopia, headache. MRI shows sellar mass. What is the diagnosis?",A. Glioblastoma multiforme,B. Low-grade astrocytoma,C. Pituitary adenoma,D. Meningioma,E. Primary CNS lymphoma,
Set_22: q30, A 47-year-old HIV positive patients present with fre - quent headaches. MRI shows a brain mass. What is the diagnosis?,A. Actinomycosis,B. Aspergillosis,C. Nocardia abscess,D. Histoplasmosis,E. Kaposi sarcoma,
Set_22: q31," A hemangioblastoma is a benign, highly vascular tumor of the brain. Hemangioblastoma is seen in which of the following diseases?","A. Multiple endocrine neoplasia, type 2",B. Neurofibromatosis,C. Pheochromocytoma,D. Tuberous sclerosis complex,E. V on Hippel–Lindau disease,
Set_22: q32, Which of the following is the most frequent cause of subarachnoid hemorrhage?,A. Trigeminal neuralgia,B. Cavernous sinus syndrome,C. Migraine headache,D. Saccular aneurysm,E. Pituitary tumor,
Set_22: q33, Which of the following hemorrhage is because of rup - ture of bridging veins?,A. Subdural hemorrhage,B. Epidural hemorrhage,C. Subarachnoid hemorrhage,D. Intracerebral hemorrhage,E. Pontine hemorrhage,
Set_22: q34," An 11-year-old boy presents with headaches, blurring of vision, and speech difficulty of gradual onset. CT scan of the head shows a small 5 cm cystic mass in the right cerebral hemisphere. Mass is removed and histologi - cally, it is composed of tumor cells with hyperchromatic nuclei. Cells stain for glial fibrillary acidic protein (GFAP). What is the diagnosis?",A. Tuberculoma,B. Meningioma,C. Ependymoma,D. Medulloblastoma,E. Astrocytoma,
Set_23: q1,What is the most common cause of corneal dendritic ulcers?,A. Chlamydia trachomatis,B. Staphylococcus aureus,C. Haemophilus influenzae,D. Herpes simplex virus,E. Pseudomonas aeruginosa,
Set_23: q2,"A 65-year-old male patient presents with a sensation of flashes or specks of dust in the vision (floaters), blurry vision in one eye, loss of peripheral vision in the left eye. Fundus examination shows dark uveal mass. What is the diagnosis?",A. Malignant hypertension,B. Trachoma,C. Vitamin A deficiency,D. Intraocular melanoma,E. Retinoblastoma,
Set_23: q3,"A 62-year-old man is suffering from chronic medical conditions such as hypertension, diabetes mellitus. His blood pressure is 140/90 and HbA1c of 9.8%. Fundus examination is shown below. What is the diagnosis?",A. Malignant hypertension,B. Glaucoma,C. Macular degeneration,D. Diabetes mellitus,E. Optic neuritis,
Set_23: q4,Which of the following tumors are most likely to metas - tasize to the eye?,A. Breast carcinoma,B. Ovarian carcinoma,C. Lung carcinoma,D. Renal cell carcinoma,E. Gastrointestinal carcinoma,
Set_23: q5,A middle aged patient with blood pressure of 170/110 is brought to the emergency department. His blood pressure is poorly controlled. Fundus examination is done. The picture is shown below. What are the findings?,A. Flame shaped hemorrhages,B. Copper wiring of arteriolar walls,C. Silver wiring of arteriolar walls,D. Cotton-wool spots,E. Cherry red spot  188,
Set_23: q6,What type of secondary malignancy is most likely to occur in the hereditary form of retinoblastoma?,A. Squamous cell carcinoma,B. Basal cell carcinoma,C. Osteosarcoma,D. Nasal cavity cancers,E. Lymphoma,
Set_23: q7,Trachoma is a major cause of blindness worldwide. Which of the following infectious agent is the cause of trachoma?,A. Chlamydia trachomatis,B. Staphylococcus aureus,C. Neisseria gonorrhoeae,D. Streptococcus pyogenes,E. Cytomegalovirus,
Set_23: q8,A 10-year-old child comes to pediatrician office with symptoms which include eyelid redness and swelling as well as eye skin swelling. There is also purulent nasal discharge. What is the diagnosis?,A. Cellulitis,B. Ocular herpes,C. Uveitis,D. Blepharitis,E. Endophthalmitis,
Set_23: q9,A 35-year-old man is receiving long-term high dose glu - cocorticoid therapy for a chronic medical condition. What ocular complication can develop because of long-term high dose glucocorticoid therapy?,A. Macular degeneration,B. Cataract,C. Nuclear sclerosis of the lens,D. Open-angle glaucoma,E. Sympathetic ophthalmia,
Set_23: q10, The Kayser Fleischer ring is an ophthalmologic finding. It is strongly associated with which of the following chronic medical condition?,A. Wilson’s disease,B. Biliary obstruction,C. Alcoholic cirrhosis,D. Cryptogenic cirrhosis,E. Viral induced hepatitis,
Set_23: q11, Diagram of a 62-year-old man is shown below. What is the diagnosis?,A. Diabetic cataract,B. Radiation therapy-induced cataract,C. Traumatic cataract,D. Uveitis cataract,E. Age related cataract,
Set_23: q12, What is the diagnosis of the eye lesion shown below:,A. Hordeolum,B. Chalazion,C. Basal cell carcinoma,D. Sebaceous gland carcinoma,E. Squamous cell carcinoma,
Set_23: q13, Which part of the eye is commonly involved in ocular tuberculosis?,A. Uveal tract,B. Sclera,C. Cornea,D. Lens,E. Retina,
Set_23: q14, Which of the following eye conditions will give rise to cherry red spot at the macula?,A. Acute angle-closure glaucoma,B. Anterior ischemic optic neuropathy,C. Retinal detachment,D. Central retinal artery occlusion,E. Vitreous hemorrhage,
Set_23: q15, Cupping of the optic disc without hemorrhage is seen in which of the following eye conditions?,A. Iritis,B. Closed-angle glaucoma,C. Episcleritis,D. Subconjunctival hemorrhage,E. Infectious keratitis,
Set_23: q16, Which of the following eye conditions give rise to night blindness as the earliest symptom?,A. Traumatic retinopathy,B. Retinal inflammatory diseases,C. Autoimmune paraneoplastic retinopathy23 The Eye 189,D. Drug toxicity,E. Retinitis pigmentosa,
Set_23: q17, A 2-year-old male child is brought to the pediatrician office by his mother. Funduscopic examination is done. It shows pale retina with prominent red macular changes. Which of the following eye condition is responsible for this child’s eye problems?,A. Sandhoff disease,B. Leigh syndrome,C. Neuronal ceroid lipofuscinoses,D. Tay-Sachs disease,E. GM1 gangliosidosis,
Set_23: q18, Which of the following medical conditions give rise to intraretinal hemorrhages?,A. Hereditary spherocytosis,B. Uveitis,C. Keratoconus,D. Keratomalacia,E. Sickle cell anemia,
Set_23: q19, Which of the following eye conditions lead to progres - sive thinning and cone-shaped protrusion of the cornea leading to visual impairment?,A. Keratoconus,B. Pterygium,C. Corneal ectasia,D. Interstitial keratitis,E. Pellucid marginal degeneration,
Set_23: q20, Which of the following eye conditions have plaques and nodule composed of lipid laden histiocytes in the skin especially the eyelids?,A. Diabetes mellitus,B. Xanthelasma,C. Necrobiotic xanthogranuloma,D. Tuberous xanthomas,E. Orbital lipogranulomas,
Set_23: q21, A 61-year-old female presents with painless proptosis of the left eye and diplopia. Imaging studies show a well- defined soft tissue mass within the left eye. Excision of the soft tissue mass is done. Microscopic picture shows large cystically dilated vascular channels with fibrous septae. What is the diagnosis?,A. Fibrous histiocytoma,B. Cavernous hemangioma,C. Hemangiopericytoma,D. Solitary fibrous tumor,E. Intraocular melanoma,
Set_23: q22, A 42-year-old female presents for an evaluation of an eyelid lesion. Biopsy of the lesion shows volcanic- craters. What is the diagnosis?,A. Basal cell carcinoma,B. Squamous cell carcinoma,C. Molluscum contagiosum,D. Melanoma,E. Pyogenic granuloma,
